202501154,09/11/2025 03:20:00 pm-09/11/2025 03:21:00 pm,"809 S PROVIDENCE RD , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501153,09/11/2025 12:59:00 pm,"1202 ROLLINS ST , COLUMBIA MO, 65201",NO,CREDIT CARD/ATM (MACHINE) FRAUD,CREDIT CARD/ATM (MACHINE) FRAUD,INACTIVE (MUPD ONLY)
202501153,09/10/2025 11:00:00 am-09/10/2025 12:00:00 pm,"1202 ROLLINS ST , COLUMBIA MO, 65201",NO,CREDIT CARD/ATM (MACHINE) FRAUD,CREDIT CARD/ATM (MACHINE) FRAUD,INACTIVE (MUPD ONLY)
202501152,09/11/2025 11:37:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501152,09/11/2025 11:36:59 am-09/11/2025 11:37:00 am,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501151,09/11/2025 08:42:00 am,"1133 ASHLAND RD , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202501151,09/10/2025 02:08:00 pm-09/11/2025 08:42:00 am,"1133 ASHLAND RD , COLUMBIA MO, 65201",NO,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202501150,09/11/2025 01:59:00 am,"1089 ROLLINS ST/HITT ST , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202501150,09/11/2025 01:58:59 am-09/11/2025 01:59:00 am,"1089 ROLLINS ST/HITT ST , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202501150,09/11/2025 01:59:00 am,"1089 ROLLINS ST/HITT ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST
202501150,09/11/2025 01:58:59 am-09/11/2025 01:59:00 am,"1089 ROLLINS ST/HITT ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST
202501149,09/11/2025 01:13:00 am,"1202 ROLLINS ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501149,09/11/2025 01:12:59 am-09/11/2025 01:13:00 am,"1202 ROLLINS ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501149,09/11/2025 01:13:00 am,"1202 ROLLINS ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501149,09/11/2025 01:12:59 am-09/11/2025 01:13:00 am,"1202 ROLLINS ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501148,09/10/2025 05:12:00 pm,"699 E STADIUM BLVD/MICK DEAVER DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501148,09/10/2025 05:11:59 pm-09/10/2025 05:12:00 pm,"699 E STADIUM BLVD/MICK DEAVER DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501147,09/10/2025 02:36:00 pm,"1095 VIRGINIA AVE , COLUMBIA MO, 65201",YES CONTINUING SOCIAL RELATIONSHIP ROMANTIC IN NATURE,DISTURBANCE - DOMESTIC,DISTURBANCE - DOMESTIC,INACTIVE (MUPD ONLY)
202501147,09/10/2025 02:20:00 pm-09/10/2025 02:36:00 pm,"1095 VIRGINIA AVE , COLUMBIA MO, 65201",YES CONTINUING SOCIAL RELATIONSHIP ROMANTIC IN NATURE,DISTURBANCE - DOMESTIC,DISTURBANCE - DOMESTIC,INACTIVE (MUPD ONLY)
202501146,09/10/2025 10:12:00 am,"515 S FIFTH ST , COLUMBIA MO, 65201",NO,COMPUTER HACKING/INVASION,COMPUTER HACKING/INVASION,INACTIVE (MUPD ONLY)
202501146,08/30/2025 12:00:00 am-08/30/2025 12:00:00 am,"515 S FIFTH ST , COLUMBIA MO, 65201",NO,COMPUTER HACKING/INVASION,COMPUTER HACKING/INVASION,INACTIVE (MUPD ONLY)
202501145,09/09/2025 10:40:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202501145,09/09/2025 10:10:00 pm-09/09/2025 10:10:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202501144,09/09/2025 05:13:00 pm,"905 HITT ST , COLUMBIA MO, 65201",NO,OTHER OFFENSE - REPORTABLE,OTHER OFFENSE - REPORTABLE,EXCEPTIONALLY CLEARED
202501144,09/05/2025 11:00:00 am-09/09/2025 05:13:00 pm,"905 HITT ST , COLUMBIA MO, 65201",NO,OTHER OFFENSE - REPORTABLE,OTHER OFFENSE - REPORTABLE,EXCEPTIONALLY CLEARED
202501143,09/09/2025 06:05:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,EXTORTION/BLACKMAIL,EXTORTION/BLACKMAIL,INACTIVE (MUPD ONLY)
202501143,09/09/2025 05:44:59 pm-09/09/2025 06:05:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",NO,EXTORTION/BLACKMAIL,EXTORTION/BLACKMAIL,INACTIVE (MUPD ONLY)
202501142,09/09/2025 03:23:00 pm,"820 CONLEY AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,INACTIVE (MUPD ONLY)
202501142,09/09/2025 12:00:00 pm-09/09/2025 01:00:00 pm,"820 CONLEY AVE , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,INACTIVE (MUPD ONLY)
202501141,09/09/2025 05:22:00 pm,"404 N KEENE ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY)
202501141,09/05/2025 05:30:00 pm-09/09/2025 12:00:00 pm,"404 N KEENE ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY)
202501140,09/09/2025 03:14:00 pm,"1299 HOSPITAL DR/S COLLEGE AVE , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501140,09/09/2025 03:13:59 pm-09/09/2025 03:14:00 pm,"1299 HOSPITAL DR/S COLLEGE AVE , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501139,09/09/2025 01:29:00 pm,"1098 HOSPITAL DR/HITT ST , COLUMBIA MO, 65201",NO,ASSAULT-AGGRAVATED,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202501139,09/09/2025 01:27:00 pm-09/09/2025 01:28:00 pm,"1098 HOSPITAL DR/HITT ST , COLUMBIA MO, 65201",NO,ASSAULT-AGGRAVATED,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202501139,09/09/2025 01:29:00 pm,"1098 HOSPITAL DR/HITT ST , COLUMBIA MO, 65201",NO,WARRANT ARREST,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202501139,09/09/2025 01:27:00 pm-09/09/2025 01:28:00 pm,"1098 HOSPITAL DR/HITT ST , COLUMBIA MO, 65201",NO,WARRANT ARREST,ASSAULT-AGGRAVATED,CLEARED BY ARREST
202501138,09/08/2025 10:36:00 pm,"900 RICHMOND AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202501138,09/08/2025 10:35:59 pm-09/08/2025 10:36:00 pm,"900 RICHMOND AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,CLEARED BY ARREST
202501137,09/08/2025 08:42:00 pm,"1114 UNIVERSITY AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,EXCEPTIONALLY CLEARED
202501137,09/08/2025 05:00:00 pm-09/08/2025 06:00:00 pm,"1114 UNIVERSITY AVE , COLUMBIA MO, 65201",NO,LARCENY - OTHER,LARCENY - OTHER,EXCEPTIONALLY CLEARED
202501136,09/08/2025 04:46:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,EXCEPTIONALLY CLEARED
202501136,09/08/2025 03:47:00 pm-09/08/2025 03:47:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,EXCEPTIONALLY CLEARED
202501135,09/08/2025 03:12:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,EXCEPTIONALLY CLEARED
202501135,09/08/2025 03:00:00 pm-09/08/2025 03:00:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,EXCEPTIONALLY CLEARED
202501134,09/08/2025 12:07:00 pm,"917 EAST CAMPUS DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501134,09/08/2025 07:45:00 am-09/08/2025 07:45:00 am,"917 EAST CAMPUS DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501133,09/08/2025 01:34:00 pm,"1514 RESEARCH PARK DR , COLUMBIA MO, 65203",NO,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY)
202501133,09/04/2025 04:10:00 pm-09/08/2025 12:00:00 pm,"1514 RESEARCH PARK DR , COLUMBIA MO, 65203",NO,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY)
202501132,09/08/2025 12:27:00 am,"851 CHAMPIONS DR , COLUMBIA MO, 65201",NO,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202501132,09/08/2025 12:26:59 am-09/08/2025 12:27:00 am,"851 CHAMPIONS DR , COLUMBIA MO, 65201",NO,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202501132,09/08/2025 12:27:00 am,"851 CHAMPIONS DR , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202501132,09/08/2025 12:26:59 am-09/08/2025 12:27:00 am,"851 CHAMPIONS DR , COLUMBIA MO, 65201",NO,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202501131,09/07/2025 07:18:00 pm,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202501131,09/07/2025 07:17:59 pm-09/07/2025 07:18:00 pm,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201",NO,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202501130,09/07/2025 06:39:00 pm,"S PROVIDENCE RD , COLUMBIA MO, 65203",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501130,09/07/2025 06:38:59 pm-09/07/2025 06:39:00 pm,"S PROVIDENCE RD , COLUMBIA MO, 65203",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501129,09/07/2025 10:30:00 am,"502 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501129,09/07/2025 10:29:59 am-09/07/2025 10:30:00 am,"502 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202501128,09/07/2025 10:01:00 am,"1 LOT P CHAMPIONS DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501128,09/07/2025 09:30:00 am-09/07/2025 09:30:00 am,"1 LOT P CHAMPIONS DR , COLUMBIA MO, 65201",NO,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202501127,09/07/2025 03:07:00 am,"1306 ROLLINS ST , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501127,09/07/2025 03:07:00 am-09/07/2025 03:07:00 am,"1306 ROLLINS ST , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501126,09/07/2025 02:21:00 am,"999 E STADIUM BLVD/CHAMPIONS DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202501126,09/07/2025 02:20:59 am-09/07/2025 02:21:00 am,"999 E STADIUM BLVD/CHAMPIONS DR , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202501125,09/07/2025 02:01:30 am,"710 S COLLEGE AVE , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501125,09/07/2025 02:01:29 am-09/07/2025 02:01:30 am,"710 S COLLEGE AVE , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202501124,09/06/2025 07:15:00 pm,"907 HITT ST , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202501124,09/06/2025 06:43:59 pm-09/06/2025 06:44:00 pm,"907 HITT ST , COLUMBIA MO, 65201",NO,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202501124,09/06/2025 07:15:00 pm,"907 HITT ST , COLUMBIA MO, 65201",NO,HARASSMENT,ASSAULT-SIMPLE,ACTIVE
202501124,09/06/2025 06:43:59 pm-09/06/2025 06:44:00 pm,"907 HITT ST , COLUMBIA MO, 65201",NO,HARASSMENT,ASSAULT-SIMPLE,ACTIVE
202501124,09/06/2025 07:15:00 pm,"907 HITT ST , COLUMBIA MO, 65201",NO,BURGLARY,ASSAULT-SIMPLE,ACTIVE
202501124,09/06/2025 06:43:59 pm-09/06/2025 06:44:00 pm,"907 HITT ST , COLUMBIA MO, 65201",NO,BURGLARY,ASSAULT-SIMPLE,ACTIVE
202501123,09/06/2025 09:08:00 pm,"800 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202501123,09/06/2025 09:05:59 pm-09/06/2025 09:08:00 pm,"800 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202501122,09/06/2025 05:50:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202501122,09/06/2025 05:46:00 pm-09/06/2025 05:47:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201",NO,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202501121,09/06/2025 03:25:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,TRESPASS,TRESPASS,CLEARED BY ARREST
202501121,09/06/2025 03:20:59 pm-09/06/2025 03:25:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,TRESPASS,TRESPASS,CLEARED BY ARREST
202501120,09/06/2025 02:30:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202501120,09/06/2025 02:29:59 pm-09/06/2025 02:30:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202501120,09/06/2025 02:30:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,TRESPASS,LIQUOR LAW,CLEARED BY ARREST
202501120,09/06/2025 02:29:59 pm-09/06/2025 02:30:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,TRESPASS,LIQUOR LAW,CLEARED BY ARREST
202501119,09/11/2025 09:22:43 pm,"1100 E STADIUM BLVD , COLUMBIA MO, 65201",NO,TRESPASS,TRESPASS,CLEARED BY ARREST
202501119,07/06/2025 05:20:00 pm-09/06/2025 05:54:00 pm,"1100 E STADIUM BLVD , COLUMBIA MO, 65201",NO,TRESPASS,TRESPASS,CLEARED BY ARREST
202501118,09/06/2025 05:23:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501118,09/06/2025 05:23:00 pm-09/06/2025 05:23:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501118,09/06/2025 05:23:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501118,09/06/2025 05:23:00 pm-09/06/2025 05:23:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501117,09/06/2025 05:21:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501117,09/06/2025 05:20:59 pm-09/06/2025 05:21:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501117,09/06/2025 05:21:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501117,09/06/2025 05:20:59 pm-09/06/2025 05:21:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501116,09/06/2025 04:14:00 pm,"1100 MEMORIAL STADIUM , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202501116,09/06/2025 04:14:00 pm-09/06/2025 04:14:00 pm,"1100 MEMORIAL STADIUM , COLUMBIA MO, 65201",NO,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202501115,09/06/2025 02:17:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,TRESPASS,TRESPASS,CLEARED BY ARREST
202501115,09/06/2025 02:16:59 pm-09/06/2025 02:17:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,TRESPASS,TRESPASS,CLEARED BY ARREST
202501114,09/06/2025 03:11:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202501114,09/06/2025 03:10:59 pm-09/06/2025 03:11:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO,LIQUOR LAW,LIQUOR LAW,CLEARED BY ARREST
202501113,09/06/2025 02:17:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501113,09/06/2025 02:16:59 pm-09/06/2025 02:17:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501113,09/06/2025 02:17:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501113,09/06/2025 02:16:59 pm-09/06/2025 02:17:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501112,09/06/2025 02:17:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501112,09/06/2025 02:16:59 pm-09/06/2025 02:17:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501112,09/06/2025 02:17:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501112,09/06/2025 02:16:59 pm-09/06/2025 02:17:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501111,09/06/2025 01:37:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501111,09/06/2025 01:36:59 pm-09/06/2025 01:37:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501111,09/06/2025 01:37:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501111,09/06/2025 01:36:59 pm-09/06/2025 01:37:00 pm,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501110,09/06/2025 12:59:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501110,09/06/2025 12:58:59 am-09/06/2025 12:59:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501110,09/06/2025 12:59:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501110,09/06/2025 12:58:59 am-09/06/2025 12:59:00 am,"1100 S PROVIDENCE RD , COLUMBIA MO, 65203",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501109,09/06/2025 09:00:00 am,"311 S 6TH STREET , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501109,09/05/2025 10:00:00 pm-09/05/2025 10:00:00 pm,"311 S 6TH STREET , COLUMBIA MO, 65201",NO,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202501108,09/06/2025 03:40:00 am,"901 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202501108,09/06/2025 03:40:00 am-09/06/2025 03:40:00 am,"901 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202501107,09/06/2025 01:15:00 am,"1 N PROVIDENCE RD/E BROADWAY , COLUMBIA MO, 65203",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501107,09/06/2025 01:15:00 am-09/06/2025 01:15:00 am,"1 N PROVIDENCE RD/E BROADWAY , COLUMBIA MO, 65203",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501107,09/06/2025 01:15:00 am,"1 N PROVIDENCE RD/E BROADWAY , COLUMBIA MO, 65203",NO,FORGERY,FORGERY,CLEARED BY ARREST
202501107,09/06/2025 01:15:00 am-09/06/2025 01:15:00 am,"1 N PROVIDENCE RD/E BROADWAY , COLUMBIA MO, 65203",NO,FORGERY,FORGERY,CLEARED BY ARREST
202501106,09/06/2025 03:41:00 am,"1 N COLLEGE AVE/E BROADWAY , COLUMBIA MO, 65201",NO,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202501106,09/05/2025 11:57:00 pm-09/06/2025 12:01:00 am,"1 N COLLEGE AVE/E BROADWAY , COLUMBIA MO, 65201",NO,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202501105,09/05/2025 11:20:00 pm,"404 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,INACTIVE (MUPD ONLY)
202501105,09/05/2025 10:25:00 pm-09/05/2025 10:25:00 pm,"404 KENTUCKY BLVD , COLUMBIA MO, 65201",NO,HARASSMENT,HARASSMENT,INACTIVE (MUPD ONLY)
202501104,09/05/2025 11:07:00 pm,"905 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501104,09/05/2025 11:06:59 pm-09/05/2025 11:07:00 pm,"905 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,FORGERY,FORGERY,CLEARED BY ARREST
202501104,09/05/2025 11:07:00 pm,"905 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202501104,09/05/2025 11:06:59 pm-09/05/2025 11:07:00 pm,"905 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - NARCOTIC,FORGERY,CLEARED BY ARREST
202501104,09/05/2025 11:07:00 pm,"905 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202501104,09/05/2025 11:06:59 pm-09/05/2025 11:07:00 pm,"905 HITT ST , COLUMBIA MO, 65201",NO NOT APPLICABLE,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202501103,09/05/2025 10:31:00 pm,"901 ROLLINS ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202501103,09/05/2025 10:30:59 pm-09/05/2025 10:31:00 pm,"901 ROLLINS ST , COLUMBIA MO, 65201",NO,FORGERY,FORGERY,CLEARED BY ARREST
202501103,09/05/2025 10:31:00 pm,"901 ROLLINS ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501103,09/05/2025 10:30:59 pm-09/05/2025 10:31:00 pm,"901 ROLLINS ST , COLUMBIA MO, 65201",NO,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202501102,09/05/2025 02:36:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",UNK NOT APPLICABLE,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202501102,08/26/2025 12:00:00 am-09/05/2025 02:36:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201",UNK NOT APPLICABLE,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
